date,boss_desc,rubrikabrax,meryde
2022-02-07,"Kimykay est la Méryde des frontières. Très organisée, elle passe son temps à mettre des barrières pour séparer tout et n’importe quoi : les régions, les langues, le savoir.... Attention, donc, à ne pas dépasser les bornes, car son amour des délimitations, lui, est sans limites !","Après s’être laissé posséder par Rubilax, Tristepin s’en prend à Evangelyne et brise son arc, le bien le plus précieux de la jeune Crâ ! Rongé par le remords, il s’exile hors des frontières du Royaume Sadida, conscient d’avoir un peu… dépassé les bornes.","Aujourd’hui, veillez à respecter les limites qui vous seront fixées ! Et en cas de doute sur celles-ci, mieux vaut consulter tout de suite les autorités ! Car le moindre incident diplomatique pourrait vite se transformer en reconduite à la frontière… voire vous faire franchir celle entre la vie et la mort !"
2022-02-08,"Eramas est le Méryde du frêne. Son temps, il le passe à prendre soin de ces grands arbres. Leurs longs troncs souples et résistants. Leurs grappes bien fournies. Leurs petites graines qui virevoltent chaque fois qu’on leur secoue les branches. C’est simple : rien ne peut freiner son amour du frêne !","« Frêêêne », c’est un mot qu’on dirait inventé pour eeelle, quand elle danse et qu’elle met son corps à jour teeel un Gros Smare qui étend ses ailes pour s’envoleeer, alors je sens les racines du frêne sous mes pieeeds ! – Chanson de Ragou, ménestrel Sadida, en l’honneur de sa belle.","Aujourd’hui, laissez votre côté Sadida s’exprimer ! Vous adorez le frêne ? Eh bien montrez-le ! Allez donc récolter quelques samares et planter de jolies boutures afin de repeupler les forêts ! Ah, ah, ah ! Qu’est-ce qu’on samare avec le frêne, pas vrai ?"
2022-02-09,Kilistin est le Méryde de la férocité. Sa passion : donner aux hommes et aux bestioles leur caractère sauvage et meurtrier ! C’est à cause de lui si votre Chienchien montre les dents lorsque vous touchez à sa pâtée... et si les Enutrofs font de même quand on s’approche de leur bourse !,"La puissance de l’Eliacube a transformé Igôle, le Chienchien de Nox, en une bête sanguinaire et incontrôlable ! À tel point qu’il s’en prend aussi bien à ses ennemis qu’à son propre maître ! Il faut dire que tout comme lui, ce dernier a un vrai caractère de Chienchien !","Aujourd’hui, laissez vos pulsions meurtrières se libérer ! Comment ? En allant massacrer des créatures encore plus féroces que vous ! Et si vous faire déchiqueter par une paire de crocs ne vous tente guère, vous pourrez toujours vous rabattre sur quelques Bouftous !"
2022-02-10,"Meash est le Méryde de la vitalité. Sous son influence, les Chafers sont plus vivants que morts, et les Enutrofs retrouvent une seconde jeunesse. Les cheveux des aventurières, quant à eux, gardent leur force et leur brillance, ils sont plein de vitalité ! Parce que cheveu vaut bien…","Arty est un jeune Féca de l’Âge des Dofus qui ne manque pas d’énergie ! Il se lance dans les combats tête baissée, mettant souvent sa vie en danger. Mais heureusement, grâce à son sang de dragon, il se remet vite sur pied. On peut le dire : Arty pète le feu !","Aujourd’hui, adoptez une hygiène de vie saine et équilibrée ! Finis les Tofus-Burgers et autres porkasseries ! Place au pain allégé et aux longues randonnées à dos de Dragodinde ! C’est le moment de revoir vos habitudes pour garder forme et vitalité !"
2022-02-11,"Bazûkana est la Méryde des lacs. On dit d’elle qu’elle est calme comme l’eau qui dort. Ce qui explique qu’elle veille sur les étendues d’eau stagnante. Elle accorde également sa protection aux aventuriers qui viennent s’y réhydrater, y faire un brin de toilette… ou y laver leurs sous-vêtements.","Durant l’Âge des Dofus, il arrive parfois que des Chafers Archers provoquent accidentellement des incendies au Cimetière d’Amakna. Dans ces moments-là, ils font appel aux Chafers Lanciers pour qu’ils viennent les aider à éteindre le feu… et surtout, pour qu’ils lancent l’eau du lac !","Aujourd’hui est le jour idéal pour une petite virée au bord d’un plan d’eau ! Patinage sur lac gelé, ou pêche au Kouin-kouin dans une mare : ce ne sont pas les activités qui vont manquer. Mais prenez votre temps pour choisir ! Inutile de vous presser ! Après tout, y a pas le feu au lac !"
2022-02-12,"Karlita est la Méryde du crépuscule. C’est elle qui teinte le ciel d’or et de lumière, après le coucher du soleil. Elle capte les derniers rayons de la journée, les file et les tricote en voile léger. Puis, elle en recouvre le ciel en catimini, juste avant la nuit. On s’occupe comme on peut…","Solar fut le premier Protecteur de Javian. Sa force évoluant en fonction du cycle du soleil, il atteignait sa pleine puissance à midi puis s’affaiblissait d’heure en heure ! C’est pourquoi Djaul l’attaqua alors que le crépuscule tombait sur le Monde des 12, et par la même occasion… sur sa vie !","Aujourd’hui, la fin de journée sera à l’honneur ! C’est l’occasion de profiter d’un coucher de soleil romantique avec votre bien-aimé(e) ! En espérant que ce moment poétique ne sera pas troublé par une mauvaise rencontre nocturne, par le hurlement d’un Mulou sanguinaire… ou les deux !"
2022-02-13,"Edyxo est la Méryde du cuivre. Son corps est entièrement fait de ce métal, ce qui ne laisse pas insensibles les autres Mérydes... Le secret de sa beauté ? Quelques pépites de son minerai fétiche chaque matin au petit déjeuner ! Ça fait mal aux dents, mais ça donne un joli teint… cuivré !","Il était une fois un éleveur de Dragodindes à la peau si bronzée qu’on avait fini par le surnommer « Cuivre ». Il transmit sa passion à ses enfants et ceux-ci, grâce à leur tempérament électrique, devinrent d’excellents cavaliers : en effet, il n’y avait pas meilleurs conducteurs que les fils de Cuivre !","Aujourd’hui, laissez tomber vos bijoux et vos métaux précieux ! L’or et l’argent, c’est tellement surfait ! La nouvelle tendance du moment, c’est le minerai de cuivre. Alors courez à la mine pour en récolter et montrer fièrement à vos amis que vous êtes à la pointe de la mode minéralogique !"
2022-02-14,"Duf est le Méryde du béguin. Et le moins que l’on puisse dire, c’est qu’il a le sens de l’humour ! En effet, sous son influence, une Eniripsa peut s’enticher d’un Bwork sale et puant… et un Iop s’amouracher de son propre reflet dans le miroir !","Don Rouann est un célèbre séducteur de l’Âge des Dofus. La liste impressionnante de ses conquêtes s’explique par ses étonnantes qualifications : il est en effet diplômé de l’école des bourreaux des cœurs, expert en baisemain acrobatique et consultant en techniques de drague. Rien que ça !","Aujourd’hui, vous allez voir la vie en rose ! Normal, c’est la Sain Ballotin ! Alors profitez-en pour flirter avec l’élu(e) de votre cœur. Emmenez-le/la dans un endroit romantique et offrez-lui une boîte de chocolats ! Attention toutefois à la crise de foie !"
2022-02-15,"Güss est le Méryde du vieillissement. Les peaux ridées et les dents qui tombent, ça le fait craquer ! C’est également lui qui use les Boufbottes ou qui rouille les articulations des Enutrofs. Sa bête noire ? Les crèmes anti-âge utilisées par certaines aventurières ! Ça lui donne des cheveux blancs…","Ruel Stroud est un Enutrof de l’Ère du Wakfu. Mais il a beau être trèèès trèèès vieux (ses amis le soupçonnent d’avoir connu le Chaos d’Ogrest !), il est loin d’être gâteux ! Essayez donc un peu de tâter sa bourse, et vous verrez de quelle façon il manie la pelle !","Aujourd’hui, vous allez prendre un sérieux coup de vieux ! C’est le moment de regarder en arrière, de faire le bilan et le ménage dans votre vie. Comment ? En profitant de l’expérience d’une vieille branche de votre connaissance, en rédigeant votre testament… ou en triant vos vieux slips !"
2022-02-16,"Tehego est le Méryde du manque. De nature sadique, il passe son temps à priver les gens de tout et n’importe quoi : amour, argent, confiance en soi... Il va même jusque dans les cabinets, leur piquer leur dernière feuille de papier ! Pas étonnant qu’à cause de lui certains soient au bout du rouleau...","Uneul, Unhorel, Unortel et Unkouy Nak sont quatre frères mercenaires d’Astrub. À l’Âge des Dofus, ils sont surtout connus pour avoir chacun perdu une partie de leur corps ! Respectivement il leur manque : un œil, une oreille, un orteil et… le dernier, c’est un secret.","Aujourd’hui, vous allez manquer de tout ! Et lorsque la bise sera venue, vous pourriez vous retrouver fort dépourvu ! La solution ? Économisez la viande, si vous ne voulez pas que votre estomac soit vide ! La faim pourrait vous rendre agressif, et vous faire manquer à toute politesse élémentaire…"
2022-02-17,"Eidnas est la Méryde des mycoses. Des champignons, elle en a de la tête aux pieds ! Aussi, lorsque ça la démange, elle se gratte… et propage autour d’elle ses charmants parasites ! Elle en fait profiter tout le monde, en somme ! Une gentille attention ? Pas si sûr…","Vous ne verrez jamais Ruel Stroud porter des chaussures fermées. Il faut dire qu’avec une hygiène aussi douteuse que la sienne, ses orteils se mettraient aussitôt à fermenter ! Et, les champignons, le vieil Enutrof préfère les avoir dans son assiette !","Vous aimez les champignons ? Ça tombe bien, car aujourd’hui vous allez en ramasser de toutes sortes ! En forêt, dans une grotte, sur vos cheveux, sous vos pieds… Pas moyen d’y échapper !"
2022-02-18,"Amirniana est la Méryde de l’inquiétude. Elle est tellement soucieuse que ses angoisses finissent par déteindre sur les aventuriers : « Ai-je bien fermé la porte ? », « Où est passé Kiki mon Chacha ? », « Oh, pourvu que personne ne m’ait vu enfiler ce slip en peau de Mulou ! »","Alors que Yugo risque sa vie sur l’île des Griffes Pourpres, Amalia reste coincée en pleine mer, loin de la violence des combats ! Mais ses crises de nerfs et ses hurlements ne trompent personne : la princesse se fait un sang d’encre pour le petit Eliatrope !","Aujourd’hui, vous allez vous faire du souci ! La moindre petite ombre deviendra source d’angoisse, et chaque escapade dans une forêt sombre un vrai défi ! Il y aura de quoi s’inquiéter, en effet : vous pourriez tomber sur un grand méchant Mulou, ou pire, sur votre belle-mère, au détour d’un bosquet."
2022-02-19,Karat est le Méryde de la tranquillité. Ce qu’il aime le plus : qu’on vous fiche la paix ! C’est lui qui fait taire les Pious la nuit dans les villages ou qui empêche les voisins curieux de frapper à votre porte. On l’apprécie aussi particulièrement dans les lieux d’aisances…,"Le Koulosse est un Craqueleur de l’Âge des Dofus qui aime se la couler douce. Du coup, il lui arrive souvent de s’adosser à un rocher pour regarder passer les nuages ou compter les Boufcools. Une activité qui l’amène inévitablement à s’endormir… comme une pierre !","Aujourd’hui, place au calme ! Laissez tomber les massacres de Bouftous à la chaine, ou les concours de fausses notes de la Barde Academy ! Préférez plutôt une partie de pêche au bord d’un étang reculé, ou une balade paisible dans une prairie en fleurs. Il n’y a pas mieux pour se ressourcer !"
2022-02-20,"Atog est le Méryde de l’altitude. Il passe son temps à traîner dans les hautes sphères, et n’aime pas trop qu’on vienne le déranger. C’est pourquoi, lorsque des aventuriers grimpent trop haut dans les montagnes, il les prive d’oxygène pour les obliger à redescendre !","Une légende raconte que les plus puissants Eliatropes peuvent monter jusqu’aux étoiles grâce à leurs portails ! Malgré les avertissements d’Adamaï, Yugo n’a pu s’empêcher d’essayer. Et à force de grimper trop haut, il a bien failli finir six pieds sous terre !","Aujourd’hui, vous aurez envie de prendre de la hauteur ! L’occasion pour vous de voir le monde sous un autre angle. Pour cela, vous pourrez grimper au sommet d’un arbre gigantesque, vous propulser dans les airs depuis un canon, ou même vous propulser d’un canon du haut d’un arbre gigantesque !"
